domain,length,entropy,label
pd2t5imnmhqpg0w3i.net,17,3.7345216647797517,dga
sikeguqug.ai,9,2.725480556997868,legit
p69oytz4m4ew-9ja.ai,16,3.75,dga
7yyufelug3nkia22rtooiwrl0.info,25,4.083856189774725,dga
5yxg3euustse5.site,13,3.0850551027564768,dga
pupilegi-zas.site,12,3.2516291673878226,legit
kotarigunego-mebo.co,17,3.5724694587701356,legit
6aylu3xk18v9rt6dhpqlkyqn42.info,26,4.315824333525708,dga
yoxuqekano-rik.top,14,3.521640636343319,legit
pegerajam.io,9,2.725480556997868,legit
kisigunoxeni.co,12,3.0220552088742,legit
x59997a-a4nvghvk8pudy07.net,23,4.055958151615123,dga
gzhkg21rb6ldg.info,13,3.334679141051595,dga
sajot.ai,5,2.321928094887362,legit
80lw61-4kmrg28m4lr44lf.biz,22,3.6069367321753214,dga
02yb-mi0o85j4lq02o.io,18,3.6835423624332306,dga
26arlsvcbycn6u1.top,15,3.6402239289418516,dga
zahaveziqivi-muxa.top,17,3.2927701939369904,legit
fizefehux.ai,9,2.725480556997868,legit
vukinehaj-be.io,12,3.4182958340544896,legit
khb-ahrckhm2x7.ai,14,3.3248629576173565,dga
xijexoquyuga-to.io,15,3.5068905956085192,legit
janaviya.net,8,2.4056390622295662,legit
jp51mgsh4na6y9-99fhiosg.io,23,4.0559581516151235,dga
zahirixaheda.io,12,2.8553885422075336,legit
lemavima.io,8,2.5,legit
susozago.io,8,2.5,legit
xixew.top,5,1.9219280948873623,legit
mcce75s4w9av4ckxez8y503f.io,24,4.136842188131011,dga
pegonasi.com,8,3.0,legit
zd8ax8rlnmfq4mlab5.biz,18,3.7254805569978675,dga
sejopo-cabe.org,11,3.095795255000934,legit
kymagi36egr55xvzs90c8vk4i.co,25,4.243856189774724,dga
joroho-ned.top,10,2.8464393446710154,legit
yiyugelogur.ai,11,2.9139770731827523,legit
cehegihulol.ai,11,2.9139770731827523,legit
c2qi8tdb14nf5oeh4ljkt8k0.org,24,4.251629167387823,dga
0k3jneznwbcn56qlj7cjvo08k4.co,26,4.103909910282364,dga
tobf6w3jgjf5h.com,13,3.3927474104487847,dga
fzgc7fnpjpg1xx6lo5.io,18,3.7254805569978675,dga
id4088oe36ngb5lu5ln3mhq.info,23,4.088779347361361,dga
oq0-7ebmmbmqkiylvzzil1b6.biz,24,3.8553885422075336,dga
jojulovocu.net,10,2.4464393446710155,legit
dr1vbjydfgfgd2nkcxuy.ai,20,3.7841837197791888,dga
u9txgh2cxfkv9l.io,14,3.521640636343319,dga
rigelolecifi.com,12,2.8553885422075336,legit
gicer-kol.biz,9,3.169925001442312,legit
qikaxabej-xa.com,12,3.0220552088742005,legit
68r5c316wqoap3qmz6.ai,18,3.6835423624332306,dga
d2ft0lxa3p8o5xt0.biz,16,3.625,dga
lt0dabwbgtlm3f5peal0w.biz,21,3.6897037321995474,dga
zuxahelayagi.biz,12,3.188721875540867,legit
9eqqwy79fg2vm.biz,13,3.3927474104487847,dga
sidajehepe.biz,10,2.8464393446710154,legit
06yr2k7u-btssc8ho3.net,18,4.058813890331201,dga
7qew-95kl0cdod6kml55.ai,20,3.7841837197791888,dga
2vy26vg5st6mgv.net,14,3.039148671903071,dga
wosujohuc-cin.ai,13,3.238901256602631,legit
xf1k67nnfknn.info,12,2.584962500721156,dga
wcp714knzuzvu9g8va.com,18,3.8365916681089787,dga
fejuhewede.ai,10,2.5219280948873624,legit
wiwekeqe.net,8,2.1556390622295662,legit
rxdrmao1ey9zitgmuzzpu.ai,21,3.880179922675738,dga
87n7ejv8e1c9-0a5z79a.net,20,3.6841837197791887,dga
l5gnqple3-whes4ovy41hpyvuq.io,26,4.085055102756477,dga
dbmq6cmfy75f4h36818ou.co,21,4.011365041826379,dga
bojipegi.net,8,2.75,legit
lo5kxwyumicpgb.net,14,3.8073549220576055,dga
7a5sx59z0wqj920b1fbgxso.top,23,4.00182282562223,dga
y517horqiw13on-f6j4.info,19,4.037401197654112,dga
1os2ry02j1hm2p-zfemllkg.io,23,4.055958151615123,dga
zayug-za.org,8,2.5,legit
cuhejaru.io,8,2.75,legit
rexoletocofa.co,12,3.0220552088742,legit
zelayahic.top,9,2.94770277922009,legit
zokar.site,5,2.321928094887362,legit
ridihojoxo-seb.ai,14,3.3248629576173565,legit
iy1crwrrybv-rxy5rw.top,18,3.1496734471867414,dga
u9m8iwsvmea8bonii.io,17,3.5724694587701356,dga
uo1ef2z4p-0q1ndpijx4xi1kt5.io,26,4.209867121904035,dga
lgy30tp8mlm0lt0w67.org,18,3.419381945646371,dga
sevil.org,5,2.321928094887362,legit
pafecadomuha.ai,12,3.188721875540867,legit
gefehezi.com,8,2.4056390622295662,legit
n6vfa0wrvnmovsy202.ai,18,3.5724312513221195,dga
zozagonul.co,9,2.725480556997868,legit
s38eh700gd3co.net,13,3.3927474104487847,dga
cacahoxeku.co,10,2.9219280948873623,legit
modimiyi.info,8,2.1556390622295662,legit
moquk.net,5,2.321928094887362,legit
7ibwbpz5pqdqlmehfxws9g47.ai,24,4.168295834054489,dga
botisehorok.top,11,3.0271691184406184,legit
fel68xa8w18j.io,12,3.188721875540867,dga
rakodabay.biz,9,2.6416041678685933,legit
9fy6g699hc6fxdi.com,15,3.139572261986723,dga
vebecavoxefe.co,12,2.751629167387823,legit
3om95y2kt8f7xdjhpd38.site,20,4.021928094887363,dga
sakunahi.com,8,2.75,legit
xulata.io,6,2.2516291673878226,legit
yicey.site,5,1.9219280948873623,legit
ludeaz2i6mvjj1g5czdk-uw5.ai,24,4.16829583405449,dga
tokedir.ai,7,2.807354922057604,legit
xahuq-qaku.info,10,2.7219280948873625,legit
diqane-pax.info,10,3.121928094887362,legit
50dlx0vjn4vd2j3fwgazbxd.top,23,3.9690016298759923,dga
dpqncf53avmm0kppody.org,19,3.7871439606981387,dga
dhnowu62kbzc.site,12,3.584962500721156,dga
wepec-gajo.org,10,3.121928094887362,legit
9sdql7l-n2nauy.biz,14,3.521640636343319,dga
soqemamo.ai,8,2.5,legit
nk7tb7ekbns-chzsp.com,17,3.499227547132693,dga
pikolacipo.biz,10,2.7219280948873625,legit
vsaqa39eu39kjm4z26emtt3f.ai,24,3.9701755214643453,dga
c4fr45fjljv5sbmg.org,16,3.5,dga
iojvbjnrvm40kt6pqghqnlj5.co,24,4.136842188131012,dga
iv787a9bjb95fcabi4o8m.info,21,3.6897037321995465,dga
ozi5sjzhdhr76pfunccmb8i.io,23,4.1757358691004915,dga
8b163aif-cnla.site,13,3.5465935642949384,dga
siop9v2gbvoc169uysh4b.io,21,3.916126946588284,dga
dn3d4hnj4cpc80poaa7yl8.site,22,3.82306798227366,dga
vatayeqiza.top,10,2.8464393446710154,legit
baxohoyekoh-vev.org,15,3.1898980954642875,legit
vehut.site,5,2.321928094887362,legit
guv6vpdddznq62zoiy02.org,20,3.6841837197791887,dga
zehuromele-fuyo.co,15,3.323231428797621,legit
s7pyfbo9auhyznap8vu.top,19,3.8268748818646374,dga
cal7dm2y44xx.site,12,3.251629167387823,dga
saquxipucuhe.info,12,3.188721875540867,legit
oey55i5s9c6zdi9vtoo.site,19,3.5368867237421666,dga
6mwprkpruluugccy4u3t.io,20,3.621928094887362,dga
ml9tpfr-yn5df8c6ujzz5k.top,22,4.186704345910024,dga
5m4vfv8h9258bb3rpy5rpegrwi.co,26,4.026986833359287,dga
im6y8me7hdk4170-rn2.biz,19,4.037401197654112,dga
lufuro.biz,6,2.2516291673878226,legit
rekayukojobo-yeje.biz,17,3.175123135113461,legit
4nvnphrzv7v5srhf6u.top,18,3.5724312513221195,dga
2ug31fpe-m1khdibp.net,17,3.852168723603281,dga
gurihezex.org,9,2.94770277922009,legit
6ubf4ez-ouax7w2imd.biz,18,4.058813890331201,dga
xeriherami.org,10,2.7219280948873625,legit
milakogayuz.info,11,3.2776134368191157,legit
mazak.top,5,1.9219280948873623,legit
zfjgc57za60fb7w-78zwk.info,21,3.7489948035250964,dga
4xnbbg5pade4oks-bnpxrdn.org,23,3.7622673906514943,dga
664lesfv6x8avf00ajj6ycrx8.top,25,3.763856189774724,dga
gofavopono.info,10,2.521928094887362,legit
tujabad.org,7,2.5216406363433186,legit
pacavetijinu.info,12,3.2516291673878226,legit
mi94sl-p2ummyfj.top,15,3.589898095464287,dga
k7oj5h7e-89t15lk5.ai,17,3.572469458770136,dga
4w7yo-nqv5q5auksfzc.com,19,4.037401197654112,dga
ybfuh2mixxm38nqbs4ifqje.top,23,4.00182282562223,dga
1s6xijvrh99zjfg3o.ai,17,3.852168723603281,dga
kkpwhb378ane3unpqbvogbr.ai,23,3.9690016298759927,dga
zbg7qsiq69rsdytm14.com,18,3.94770277922009,dga
x463n-3maa3m3ggk.net,16,3.125,dga
zewopeho-pu.site,11,2.9139770731827523,legit
kzwbmeodpbyzww.com,14,3.1820058147602133,dga
hohapahefe.org,10,2.446439344671015,legit
duvikokegi.site,10,2.9219280948873623,legit
itp1blf96hrijiig5tonqmumzl.site,26,4.161978179679553,dga
rqlcgn6441rs5.biz,13,3.3927474104487847,dga
kt00td8h-q0ckdncb.co,17,3.337175341123077,dga
ta59vr6sdh7wyvs50axtzmwoa.ai,25,4.0536606896881855,dga
nenunifeyisi.info,12,2.625814583693911,legit
citirajexaye.org,12,3.084962500721156,legit
baputaqif.info,9,2.94770277922009,legit
kthcyju2wd2hrk009683q3ps.co,24,4.168295834054489,dga
pazwak2odd7jvo9794.net,18,3.6143694458867563,dga
gusomokoqun.net,11,2.8453509366224368,legit
fevocu.com,6,2.584962500721156,legit
wefuna.com,6,2.584962500721156,legit
bv00w8kgjyiwkp1rfe9aqr5.com,23,4.1757358691004915,dga
pipenasicud-yut.io,15,3.506890595608519,legit
cihucile-ku.top,11,2.9139770731827523,legit
3k7zsuwj7q5hyg6id8x1t9mwsp.site,26,4.469670487371861,dga
zukofahelux.co,11,3.2776134368191157,legit
kahopoyebo.co,10,2.8464393446710154,legit
3z0o3ux1p1evdw54rf8bc.io,21,4.20184123230257,dga
cuporenu-vefu.site,13,3.1808329872054406,legit
manuhiyizixu.info,12,3.0220552088742,legit
veu6gwymzwsh0o23ur-uoee0.biz,24,3.938721875540867,dga
catuci-pu.net,9,2.725480556997868,legit
hopiy.co,5,2.321928094887362,legit
kujoxayo.co,8,2.75,legit
5bcumjc32at0d46lbn06dw5996.top,26,4.056020968057882,dga
hufuzinecab.com,11,3.2776134368191157,legit
sfzzksemv7foaf.com,14,3.1820058147602133,dga
woloxagif.top,9,2.94770277922009,legit
csosmxx-p2rvhs.biz,14,3.3248629576173565,dga
koginoheyahi.ai,12,3.0849625007211556,legit
407i494-iarfacac.net,16,3.1556390622295662,dga
geboqalukod.site,11,3.2776134368191157,legit
melote.com,6,2.2516291673878226,legit
0jbx0kskwt62e-3k1yk4li8.org,23,4.088779347361361,dga
kixodojonige.info,12,3.0220552088742,legit
goreciy.ai,7,2.807354922057604,legit
xazuwizina.io,10,2.7219280948873625,legit
migozad.biz,7,2.807354922057604,legit
s12a71nwntv75uc.co,15,3.5068905956085183,dga
dugawagag.biz,9,2.113283334294875,legit
goziqij.com,7,2.5216406363433186,legit
9qtpgk4fbrk62r.net,14,3.521640636343319,dga
gyjzkgry719nb0mah04svz.co,22,4.095795255000934,dga
kahahekay.biz,9,2.197159723424149,legit
jd1-8saxv94urd4kcab.ai,19,3.9321380397593746,dga
hwgdyzkayu23vs5je611hd39.io,24,4.168295834054489,dga
tecumug.site,7,2.521640636343318,legit
wemono.co,6,2.251629167387823,legit
jojegop.net,7,2.2359263506290326,legit
fiviqidu.io,8,2.4056390622295662,legit
x7o-5s0vxvdroat1vikifs5ds.com,25,3.863465189601647,dga
z45r978epvkmzdx-hby.ai,19,4.142664355548848,dga
liponegeqay.biz,11,3.2776134368191157,legit
1qzeaklpnzeqnsq-i6n9jod4m.com,25,4.103465189601647,dga
bagov.co,5,2.321928094887362,legit
d4b83a2x7bazifba6r.top,18,3.6416041678685933,dga
nojofaqu.com,8,2.75,legit
0dy9u98hkg-0j5gnl38.org,19,3.8268748818646365,dga
g9la6r8vmk4v4twsbvl2yljo.site,24,4.105388542207534,dga
zbsc3a9w-n4rb.top,13,3.5465935642949384,dga
hurojezager-jozo.net,16,3.202819531114783,legit
4ld13tk2mwqcebvwhlkh3nucis.site,26,4.238901256602631,dga
monisej.site,7,2.807354922057604,legit
v8zgmjl4mkqkgrha3.io,17,3.7345216647797517,dga
qedigerekefi.site,12,2.751629167387823,legit
kecijil.co,7,2.5216406363433186,legit
valasufutuhu.co,12,2.751629167387823,legit
duvejay.co,7,2.807354922057604,legit
hokedij.org,7,2.807354922057604,legit
valojototom.ai,11,2.5503407095463886,legit
qawej.io,5,2.321928094887362,legit
xaner.com,5,2.321928094887362,legit
jopodaloqur.ai,11,3.0271691184406184,legit
sofaxuj.top,7,2.807354922057604,legit
jegamidoguju.co,12,3.084962500721156,legit
sizuxa.site,6,2.584962500721156,legit
sirihuqek.co,9,2.94770277922009,legit
c503244aq2rgph.com,14,3.521640636343319,dga
bkgzkxygwc3f9-2lfx.top,18,3.7254805569978675,dga
pxrf6p8nmz0cmq6nodcn21af7.biz,25,4.0536606896881855,dga
ruhayuzuk-quvu.com,14,2.9780948881692604,legit
gibolokuji.org,10,2.9219280948873623,legit
nekuzeye.site,8,2.4056390622295662,legit
n24h9hvo2paxvgos82eibkx.io,23,3.9690016298759927,dga
87dcekba8oalbcq-30rq70m.com,23,3.9148663038831,dga
perur.co,5,1.9219280948873623,legit
zemajunumo.info,10,2.9219280948873623,legit
rujohigoloqi.org,12,3.0220552088742,legit
yoqecayaj.biz,9,2.725480556997868,legit
zagusuya.info,8,2.5,legit
vsyf6q4orv-7bvg7sz7.net,19,3.642149881636904,dga
faxiquleyo.com,10,3.321928094887362,legit
juhomu.info,6,2.2516291673878226,legit
7rkwgr63lsdv-91q70ff5zgo.ai,24,4.251629167387822,dga
punum.org,5,1.9219280948873623,legit
reqitupe.top,8,2.75,legit
losini.org,6,2.2516291673878226,legit
dv0zm4v-dgs7lbd.ai,15,3.4565647621309536,dga
nocofubezuv.info,11,3.095795255000934,legit
yucocamat.top,9,2.725480556997868,legit
qilucebananu-sow.top,16,3.625,legit
01dkbto-48ma2dhvyqf610eni2r.io,27,4.458591205867173,dga
3ftq1efbsxwscmtouee12y1.org,23,3.8492239123906247,dga
18giy91763i-3cy.io,15,3.373557262275186,dga
vsz6ykd3x-bsr.info,13,3.5465935642949384,dga
mogaqamey.biz,9,2.725480556997868,legit
lz4rjoxiy140owzni.co,17,3.6168746059562222,dga
xbdy3ov7mhfc268eim.ai,18,4.058813890331201,dga
yotalinu.top,8,3.0,legit
razabeki.site,8,2.75,legit
noxehonotope.site,12,2.584962500721156,legit
z9relbgh6hixuwie.biz,16,3.625,dga
kaqunuqor-fi.org,12,3.251629167387823,legit
5qbxy20uz8mytbs5y094pxm90.site,25,3.863465189601647,dga
q2emvtqsftkzrabrtecpj2hz7.biz,25,4.053660689688186,dga
uloa4bco8fcx4p441xi5pwat.io,24,3.834962500721156,dga
xetiv.ai,5,2.321928094887362,legit
kodeyib.ai,7,2.807354922057604,legit
v91298lhlqev8vgy44.com,18,3.4613201402110083,dga
xsgj6196603by3m49syu.info,20,3.6841837197791887,dga
f2zluogqjs0xbv0hj06.top,19,3.8924071185928764,dga
napekeqikor.io,11,3.095795255000934,legit
pimolowi-zad.net,12,3.2516291673878226,legit
kiqadezaroj.co,11,3.2776134368191157,legit
ftnejtfk9use9iz8ux2.co,19,3.7216117239699003,dga
eicoghhpkkk74vy38qod1n.com,22,4.0614821867207755,dga
l222p4ob09toj.info,13,3.180832987205441,dga
l4d75-p48mjqjtcxw.net,17,3.852168723603281,dga
noruvasosodu.top,12,2.8553885422075336,legit
gijokayot.net,9,2.94770277922009,legit
koloxol-rub.org,11,2.8453509366224363,legit
punid-pi.net,8,2.5,legit
8d84y3eco9dwl58w.net,16,3.452819531114783,dga
bivojito.co,8,2.5,legit
dewosoru.biz,8,2.75,legit
q95ahdm19vaqosfmgt7.net,19,3.826874881864637,dga
kxc89p8h-8f1tjobvqznnupfabs.biz,27,4.2824842613426,dga
dileqariluze.site,12,3.0849625007211556,legit
yeyeniqati-leye.ai,15,2.9232314287976204,legit
lumahu.net,6,2.2516291673878226,legit
nuzaxived-foc.top,13,3.7004397181410926,legit
tiweq.co,5,2.321928094887362,legit
u931xuayb7r2by2qgaq-55s1dh8.site,27,4.162294909570876,dga
tdmjc2ugaig59vk9op7ctrsbw.co,25,4.323856189774724,dga
yeqayerahav-poqa.net,16,3.125,legit
dahuke.site,6,2.584962500721156,legit
db9pyvidqe7pxudb53j.io,19,3.7871439606981383,dga
bevoyokaz.biz,9,2.94770277922009,legit
mexop.info,5,2.321928094887362,legit
nuyozu.net,6,2.2516291673878226,legit
huteh.org,5,1.9219280948873623,legit
5s2iih34ulgnb-c7wdeu2onzu7.org,26,4.209867121904035,dga
z9vfqie13f4tc1qv8h2u5i.co,22,4.004886164091842,dga
fivagazuseb-lav.co,15,3.4565647621309536,legit
pasehizisot.com,11,3.095795255000934,legit
2w6o15ol7jz5c.biz,13,3.3927474104487847,dga
6771c50-avbh0glyvr2o705.biz,23,3.936180434129755,dga
duxeqivofel.biz,11,3.2776134368191157,legit
bebatayex.io,9,2.5032583347756456,legit
lisiruzewi.site,10,2.8464393446710154,legit
6lecy5ri6yt144028xa.ai,19,3.9321380397593746,dga
x0ccu8-9b7ocysvgumacp.site,21,3.916126946588284,dga
2k5k1j0qwi0xo8fofy3pvlbp.info,24,4.168295834054489,dga
yicatedolec-wiw.site,15,3.3735572622751855,legit
xiqicedolaqo.co,12,3.084962500721156,legit
jubayam.top,7,2.5216406363433186,legit
xutenas.net,7,2.807354922057604,legit
i6sgsn7uz5qt.net,12,3.4182958340544896,dga
ykjgfo-xx546mh6llvci.info,20,4.021928094887363,dga
duciv.ai,5,2.321928094887362,legit
kipute.com,6,2.584962500721156,legit
p4o70lr7rhd0oxj49x9c.top,20,3.621928094887362,dga
qahewedovopi.com,12,3.2516291673878226,legit
buzozin.org,7,2.521640636343318,legit
94sg-wlmi1w35zfldeu.net,19,4.037401197654112,dga
rj0rfjn7ld-dpkajkm.org,18,3.5724312513221195,dga
rr0sbem2ibg6gqsz6a6b1p1a.top,24,3.772055208874201,dga
xukised.io,7,2.807354922057604,legit
7p6tojhhk578othznpeb4bx8q.com,25,3.973660689688186,dga
svy79sy864zv73kvy2.net,18,3.4193819456463714,dga
xijugil.top,7,2.5216406363433186,legit
tebiqatoyecu.info,12,3.2516291673878226,legit
noxir.ai,5,2.321928094887362,legit
vogabowi-luk.co,12,3.4182958340544896,legit
hociz.com,5,2.321928094887362,legit
givehuy.org,7,2.807354922057604,legit
qviuupheft464d6609fbfrx.co,23,3.936180434129755,dga
7ei1brhfoaj527y8.biz,16,3.875,dga
sm5hyq4d63ft-05c.site,16,3.875,dga
806n58ms3otdqr74wt8b2kr6.co,24,4.136842188131011,dga
pidilulaxab-zabe.info,16,3.327819531114783,legit
qowalij.com,7,2.807354922057604,legit
kegihese.site,8,2.4056390622295662,legit
f32wfi2meihto3bb-xdqvshxtda.site,27,4.088220835496802,dga
63icob-sdwqxf8aqg2p.biz,19,4.142664355548848,dga
njvrdumc2h645.biz,13,3.7004397181410926,dga
ruxenequca-wu.info,13,3.180832987205441,legit
kodibizogeg.top,11,2.9139770731827523,legit
hmcioq9tuk5o7stwzedc9fw.net,23,4.088779347361362,dga
nehiru-rul.info,10,2.9219280948873623,legit
xurebojin.com,9,3.169925001442312,legit
vixunoyey.top,9,2.94770277922009,legit
ofkfakhbqn4uztn51mf0m.top,21,3.880179922675738,dga
bhzuy2iceuf4bmj7y2ec7vnj.org,24,3.918295834054489,dga
7oobavedmsnl.biz,12,3.4182958340544896,dga
zelomeyixap.info,11,3.2776134368191157,legit
d0ayqq1wdv41bar546.io,18,3.6143694458867563,dga
hegm2z7fcctd8ymugqljn3.top,22,4.186704345910024,dga
qwgi-t8i42c6y93q3c48m.site,21,3.820888851350188,dga
legob.top,5,2.321928094887362,legit
80qabp8acb7jnk9ukws4sc4.io,23,3.9148663038831,dga
wz2amcbkxvstirb7fa4hcl1mbi.io,26,4.209867121904035,dga
lojizisob.io,9,2.725480556997868,legit
rm2lpaq7kufpfibjw.com,17,3.852168723603281,dga
pefaji.biz,6,2.584962500721156,legit
wzb4x5nw1m7t2gqcy.biz,17,3.9698157824268097,dga
ldore1hf1891.biz,12,3.188721875540867,dga
dikurov.io,7,2.807354922057604,legit
s37phjpg0v8jy.net,13,3.3927474104487847,dga
ss5d4o9g4c331t9miinhx.info,21,3.916126946588284,dga
hk648hu00ir8go.co,14,3.378783493486176,dga
u3uk65rteicszxg.site,15,3.773557262275185,dga
96p207-n3qkk45rll0yr96.info,22,3.913977073182752,dga
waluqi-no.org,9,3.169925001442312,legit
mgl6lmtsqxonop26hy18ag.biz,22,4.004886164091842,dga
wewipe.ai,6,1.9182958340544896,legit
xasup.net,5,2.321928094887362,legit
kibutecajaba-miq.site,16,3.452819531114783,legit
gexurivaso.org,10,3.321928094887362,legit
bivoyeyoram-bol.com,15,3.323231428797621,legit
pemahitiquk.info,11,3.2776134368191157,legit
sipiqa.io,6,2.2516291673878226,legit
h72bg70t4-i8hc2ndx2.net,19,3.7871439606981383,dga
86lapnk8zxprwsvnl3pns45.ai,23,3.8492239123906247,dga
nqtscxpmyabzw975w2hgv3e.io,23,4.436605434317882,dga
xay18do1f3m5v0.com,14,3.6644977792004623,dga
rokaqoqetazu.io,12,3.0849625007211556,legit
bofivepoxebe.top,12,2.8553885422075336,legit
ztc5exwh44f01ouqy.org,17,3.9698157824268097,dga
zevikav-bepu.com,12,3.251629167387823,legit
xuyune-puz.io,10,2.8464393446710154,legit
xohubehuhema.ai,12,2.8553885422075336,legit
xecelohiliva.ai,12,3.0849625007211556,legit
4ngu-a13cb4z7boudpt.com,19,3.9321380397593746,dga
zuzometiv.ai,9,2.94770277922009,legit
m80pqp6z2ijryletkxxpspwl.net,24,4.084962500721156,dga
lecezeba.io,8,2.4056390622295662,legit
0s1qbqjpq4fylmrvot3bc.ai,21,4.070656113151928,dga
woliriwuco.net,10,2.7219280948873625,legit
wapaqusireca.net,12,3.188721875540867,legit
ks4kz4vm-y0tos.ai,14,3.378783493486176,dga
fj81winmmpeuosawd3k.co,19,4.037401197654112,dga
liyij.site,5,1.9219280948873623,legit
kalot-8hitml3.top,13,3.3927474104487847,dga
votoyuvasel.org,11,3.095795255000934,legit
h29uetovoftu5s190qs8vni2c.co,25,4.083856189774725,dga
i1cs13fb71fv5f18mml6.org,20,3.5841837197791886,dga
p4c24uokzx56fx21061kt.ai,21,3.820888851350188,dga
yecaviquvisi.net,12,3.0220552088742,legit
feviz.biz,5,2.321928094887362,legit
qgczfg-luwe0e0qsp9qyf.net,21,3.784941827437642,dga
hp80upmz9x85.co,12,3.2516291673878226,dga
fexigulo.net,8,3.0,legit
nvn-t7swx8sfubfm3dqlq6g00nh.org,27,4.2824842613426,dga
kdgc566xak20qx9qp0e3.org,20,3.821928094887362,dga
r469ncdf351bimg.site,15,3.906890595608518,dga
27t06r9xelo4z.net,13,3.7004397181410926,dga
1wgqcoakqid14kgg707vgqotg.io,25,3.669275070710713,dga
0pu9afjcylgc8.biz,13,3.5465935642949384,dga
zaxeha-ri.com,9,2.94770277922009,legit
luvigobomi-tid.org,14,3.3248629576173565,legit
vwus9t0wir7rluy.io,15,3.5068905956085192,dga
wuzalifuz.com,9,2.725480556997868,legit
nuterezi.ai,8,2.75,legit
6flzv2bo9nq3dk5go36bbl.top,22,3.879664004902594,dga
ombk8g2sokxq2geryqwffmli4m.net,26,4.056020968057882,dga
gamowisatic-yere.net,16,3.625,legit
pugis-yeja.info,10,3.321928094887362,legit
6kgnr0qvledbl8s5hq3aj.io,21,4.20184123230257,dga
tqfk0eszotats8w.ai,15,3.456564762130954,dga
2rpydz4s0wuqd6.top,14,3.6644977792004623,dga
2zzvdkzffxga59mwcamq28o0.top,24,4.053508854797679,dga
zoxikiqozik.io,11,2.481714572986073,legit
zekerixuta.biz,10,3.121928094887362,legit
5kzjp5r1pnrqylbr1xb9v-um4.ai,25,4.133660689688186,dga
nzmjko6nwtgp3btzkpm33.io,21,3.594465636961452,dga
elzhtoxblprg.site,12,3.4182958340544896,dga
9jrarm8k54x4s7.com,14,3.521640636343319,dga
xeweqadixa.top,10,2.7219280948873625,legit
xp8koexfill8ks-k215ibuk.org,23,3.827909782143969,dga
duganoxayix.co,11,3.095795255000934,legit
yuzifixi.top,8,2.4056390622295662,legit
g90n1lmr-57vrf.site,14,3.6644977792004623,dga
62wdos95cdvxgan.net,15,3.773557262275185,dga
cikusejeso.net,10,2.9219280948873623,legit
yifeceb.info,7,2.5216406363433186,legit
wq3fj5fcklrv6z.ai,14,3.6644977792004623,dga
sizexug-jasa.org,12,3.2516291673878226,legit
bocecay-mu.top,10,3.121928094887362,legit
g3nc5bz54e6vhz6s8x3.io,19,3.826874881864637,dga
o43r-5j54nnx2.co,13,3.238901256602631,dga
c5fp0y6pgreqyx.io,14,3.521640636343319,dga
juley.co,5,2.321928094887362,legit
puvaridiwe.io,10,3.121928094887362,legit
lm4e-3e1c40pj1ehh5p36o.info,22,3.7887549139935026,dga
xegiluzu.co,8,2.75,legit
yizami.org,6,2.2516291673878226,legit
c51v8na0gmzqhrnh4dj1pe6d.info,24,4.251629167387822,dga
jexekok.top,7,2.2359263506290326,legit
cehiw.top,5,2.321928094887362,legit
bosayav.ai,7,2.5216406363433186,legit
mnxsq3-w9mypxcub8za6d58xucd.site,27,4.208410187268525,dga
gs1-8prhbiomwg.co,14,3.6644977792004623,dga
xopid3y-68bbta4m.top,16,3.875,dga
dhvg3pzpl3i3j.site,13,3.180832987205441,dga
feruxulo-zo.top,11,3.095795255000934,legit
mevixut.co,7,2.807354922057604,legit
12sla8kl9hes4ahfq.io,17,3.6168746059562222,dga
pifojijaz.info,9,2.725480556997868,legit
fiqoq-gu.co,8,2.75,legit
qmg2477itpb63.com,13,3.5465935642949384,dga
budafavegez.io,11,3.095795255000934,legit
85m10n0qrznaas1anplp7.com,21,3.653756708287001,dga
fimosavizet.io,11,3.2776134368191157,legit
q0lyesg5v9l81l0ge.io,17,3.4548223999466066,dga
yizalad.com,7,2.5216406363433186,legit
hbv0bxnh3jbx8wiyiastq9960g.com,26,4.132944044980959,dga
tikovayuf.io,9,3.169925001442312,legit
o3yyh-talcmcwifb8byj.io,20,3.8841837197791893,dga
vazuja.com,6,2.2516291673878226,legit
tibitirisa.biz,10,2.3219280948873626,legit
tukixok.site,7,2.5216406363433186,legit
dejowud-ruru.top,12,2.8553885422075336,legit
njpcrxytkk-ld8.info,14,3.6644977792004623,dga
9p4u-8ncbkefliv246.net,18,4.058813890331201,dga
o3e83x8iu3q0to3liq.biz,18,3.281036112553423,dga
rj5nh78jmk9xs1.ai,14,3.6644977792004623,dga
zogol.ai,5,1.9219280948873623,legit
uiufq9w25wuzvath852opyn4.ai,24,4.136842188131012,dga
jodecametepu.ai,12,3.188721875540867,legit
bkh5iz8hzx593v6hmhrch.info,21,3.64900120971034,dga
2nk1clece091g4m9u-cua07gvt.top,26,4.056020968057882,dga
wiyinu.site,6,2.2516291673878226,legit
wxxp0ztlx3h5j.ai,13,3.334679141051595,dga
q94oar3fgzgl5.biz,13,3.5465935642949384,dga
mapofite.net,8,3.0,legit
p7qi8gl9zcro98icowno2e5oa7.org,26,4.0081320258334,dga
hopohuxam.co,9,2.725480556997868,legit
tefusav.io,7,2.807354922057604,legit
p1u6g2ao2zgsjpdozgm.ai,19,3.5766176449086657,dga
7lpwi0onoiq7apxo.top,16,3.327819531114783,dga
yafuheyile.net,10,2.9219280948873623,legit
